0.009014715,‚Á‚²‚Ì‚Î‚¹‚Ì‚¾‚Ü‚ç‚í‚¢‚¨,,,,0.007648938,‚Á‚²‚Ì‚Î‚¹‚Ì‚¾‚Ü‚ç‚í‚¢‚¨,,,,0.006694813,‚Á‚²‚Ì‚Î‚¹‚Ì‚¾‚Ü‚ç‚í‚¢‚¨,,,,0.008756561,‚Á‚²‚Ì‚Î‚¹‚Ì‚¾‚Ü‚ç‚í‚¢‚¨,,,,0.009131741,‚Á‚²‚Ì‚Î‚¹‚Ì‚¾‚Ü‚ç‚í‚¢‚¨,,,,0.006927834,‚Á‚²‚Ì‚Î‚¹‚Ì‚¾‚Ü‚ç‚í‚¢‚¨,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚¢,‚±‚±‚ª,‚Ü‚Ð‚å‚¤‚ä‚¹‚«‚¢‚¬,‚Ý‚«‚Ó‚Ÿ‚µ‚½‚Á,‚Ó‚§‚¿‚ç‚ª‚Ó‚§‚Ð‚å‚¤‚ä‚¹‚«‚É‚È‚è‚Ü‚·,‚±‚±‚í‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,‚«‚ã‚®‚«‚É‚¶‚å‚í‚²‚¿‚É‚á‚×‚·,‚Á‚®‚±‚Ì‚ ‚È‚Ü‚æ‚í‚ ‚ ‚«‚ã‚¤‚«‚¢‚¢‚¶‚å‚¾‚æ,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚«‚¾‚â‚¨,‚Ó‚¡‚ë‚Ú‚Æ‚«‚ñ‚ª‚Î‚Ó‚§‚¿‚ª‚Å‚¹,‚ ,‚Ó‚§‚¿‚ç‚ª‚©‚ë‚Ú‚Æ‚«‚Î‚è‚È‚è‚Ü‚·‚Á,‚Á‚¢‚«‚Ç‚Ü‚è,‚¢‚«‚Ç‚Ü‚¦‚Ý‚«‚Ó‚Ÿ‚µ‚½,‚í‚®‚í‚µ‚å‚ª,‚¢‚«‚Ç‚Ü‚¦‚«‚¾‚â‚¨,‚ª‚Ü,‚ç‚í
0.012107919,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚¢,,,,0.010742141,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚¢,,,,0.008628065,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚¢,,,,0.010689813,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚¢,,,,0.011064993,‚Á‚Ð‚å‚¤‚ä‚¹‚«‚¢,,,,0.010021037,,,,,,,,,,,,,,,,,,,,
0.013461195,‚±‚±‚ª,,,,0.015575271,‚±‚±‚ª,,,,0.010561317,‚±‚±‚ª,,,,0.012623065,‚±‚±‚ª,,,,0.012998245,‚±‚±‚ª,,,,0.01311424,,,,,,,,,,,,,,,,,,,,
0.007468114,‚Ü‚Ð‚å‚¤‚ä‚¹‚«‚¢‚¬,,,,0.007842264,‚Ü‚Ð‚å‚¤‚ä‚¹‚«‚¢‚¬,,,,0.005728187,‚Ü‚Ð‚å‚¤‚ä‚¹‚«‚¢‚¬,,,,0.006050008,‚Ü‚Ð‚å‚¤‚ä‚¹‚«‚¢‚¬,,,,0.006425189,‚Ü‚Ð‚å‚¤‚ä‚¹‚«‚¢‚¬,,,,0.007121159,,,,,,,,,,,,,,,,,,,,
0.007468114,‚Ý‚«‚Ó‚Ÿ‚µ‚½‚Á,,,,0.007842264,‚Ý‚«‚Ó‚Ÿ‚µ‚½‚Á,,,,0.005728187,‚Ý‚«‚Ó‚Ÿ‚µ‚½‚Á,,,,0.006050008,‚Ý‚«‚Ó‚Ÿ‚µ‚½‚Á,,,,0.006425189,‚Ý‚«‚Ó‚Ÿ‚µ‚½‚Á,,,,0.007121159,,,,,,,,,,,,,,,,,,,,
0.009363573,‚Ó‚§‚¿‚ç‚ª‚Ó‚§‚Ð‚å‚¤‚ä‚¹‚«‚É‚È‚è‚Ü‚·,,,,0.011608471,‚Ó‚§‚¿‚ç‚ª‚Ó‚§‚Ð‚å‚¤‚ä‚¹‚«‚É‚È‚è‚Ü‚·,,,,0.008783597,‚Ó‚§‚¿‚ç‚ª‚Ó‚§‚Ð‚å‚¤‚ä‚¹‚«‚É‚È‚è‚Ü‚·,,,,0.00723467,‚Ó‚§‚¿‚ç‚ª‚Ó‚§‚Ð‚å‚¤‚ä‚¹‚«‚É‚È‚è‚Ü‚·,,,,0.00760985,‚Ó‚§‚¿‚ç‚ª‚Ó‚§‚Ð‚å‚¤‚ä‚¹‚«‚É‚È‚è‚Ü‚·,,,,0.00714587,,,,,,,,,,,,,,,,,,,,
0.009363573,‚±‚±‚í‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,,,,0.011608471,‚±‚±‚í‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,,,,0.008783597,‚±‚±‚í‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,,,,0.00723467,‚±‚±‚í‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,,,,0.00760985,‚±‚±‚í‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,,,,0.00714587,,,,,,,,,,,,,,,,,,,,
0.009363573,‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,,,,0.011608471,‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,,,,0.008783597,‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,,,,0.00723467,‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,,,,0.00760985,‚ ‚ ‚«‚ã‚¤‚°‚¢‚Ð‚å‚¤‚×‚·,,,,0.00714587,,,,,,,,,,,,,,,,,,,,
0.007274789,‚«‚ã‚®‚«‚É‚¶‚å‚í‚²‚¿‚É‚á‚×‚·,,,,0.009388865,‚«‚ã‚®‚«‚É‚¶‚å‚í‚²‚¿‚É‚á‚×‚·,,,,0.006694813,‚«‚ã‚®‚«‚É‚¶‚å‚í‚²‚¿‚É‚á‚×‚·,,,,0.008756561,‚«‚ã‚®‚«‚É‚¶‚å‚í‚²‚¿‚É‚á‚×‚·,,,,0.009131741,‚«‚ã‚®‚«‚É‚¶‚å‚í‚²‚¿‚É‚á‚×‚·,,,,0.006927834,,,,,,,,,,,,,,,,,,,,
0.009014715,‚Á‚®‚±‚Ì‚ ‚È‚Ü‚æ‚í‚ ‚ ‚«‚ã‚¤‚«‚¢‚¢‚¶‚å‚¾‚æ,,,,0.007648938,‚Á‚®‚±‚Ì‚ ‚È‚Ü‚æ‚í‚ ‚ ‚«‚ã‚¤‚«‚¢‚¢‚¶‚å‚¾‚æ,,,,0.006694813,‚Á‚®‚±‚Ì‚ ‚È‚Ü‚æ‚í‚ ‚ ‚«‚ã‚¤‚«‚¢‚¢‚¶‚å‚¾‚æ,,,,0.008756561,‚Á‚®‚±‚Ì‚ ‚È‚Ü‚æ‚í‚ ‚ ‚«‚ã‚¤‚«‚¢‚¢‚¶‚å‚¾‚æ,,,,0.009131741,‚Á‚®‚±‚Ì‚ ‚È‚Ü‚æ‚í‚ ‚ ‚«‚ã‚¤‚«‚¢‚¢‚¶‚å‚¾‚æ,,,,0.006927834,,,,,,,,,,,,,,,,,,,,
